0,65,10,39.0169444,-94.2813889,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,21,3,32.7152778,-117.1563889,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,8,5,33.729388,73.093146,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,86,3,38.2855556,-85.8241667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,56,4,39.9808333,-75.3088889,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,40,10,44.9194444,-68.9322222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,83,5,47.6063889,-122.3308333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,63,1,29.665784,-95.019373,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,2,35.2463889,-92.9363889,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,36,3,47.4875,-117.5747222,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2,7,5,37.7933333,-79.9941667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,21,9,32.3475,-97.3863889,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,13,5,36.8527778,-75.9783333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,21,9,36.0525,-95.7905556,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,98,3,42.0866667,-71.475,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,54,4,48.366615,-123.706823,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,47,4,47.9791667,-122.2008333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,73,6,37.3541667,-86.1222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,70,9,41.7588889,-70.4944444,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,65,4,29.4238889,-98.4933333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,99,1,37.775,-122.4183333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,83,1,27.0994444,-82.4544444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,28,6,34.1111111,-109.2908333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,29,4,41.6005556,-93.6088889,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,89,6,33.6116667,-111.7166667,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,29,7,-33.861481,151.205475,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,18,1,40.1261111,-82.9291667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,18,1,53.366667,-1.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,91,7,41.5241667,-76.4011111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,10,10,30.3880556,-95.6961111,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,76,6,27.2936111,-80.3505556,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,23,10,34.7744444,-96.6780556,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,25,5,34.6391667,-120.4569444,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,73,4,32.318231,-86.902298,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,55,2,55.779431,-132.817995,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,40,8,39.8630556,-84.3605556,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7,5,35.0525,-78.8786111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,73,4,31.7091667,-98.9908333,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,51,1,44.0463889,-123.0208333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,73,8,34.0005556,-81.035,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,79,3,20.653407,-105.225332,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,47,1,42.6525,-73.7566667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25,4,10.473523,-84.016742,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,15,2,37.1183333,-82.8269444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,87,8,38.3566667,-121.9866667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,61,10,34.8633333,-116.8872222,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,82,1,38.9380556,-99.5602778,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,91,1,5.852036,-55.203828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,82,9,40.575061,-80.201454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,24,7,51.021111,-3.104722,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,75,6,4.890278,114.942222,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,29,6,33.6638889,-114.2291667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,26,2,27.9472222,-82.4586111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,52,6,46.7833333,-92.1063889,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,30,4,35.0094444,-105.6686111,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,82,4,40.971148,-124.106615,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,39,2,33.4483333,-112.0733333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,37,5,46.043248,4.044545,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,65,10,35.9983333,-76.9463889,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,27,7,34.1722222,-118.3780556,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,25,7,38.5816667,-121.4933333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,93,3,46.216667,-63.483333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,84,6,28.2916667,-81.4077778,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,24,6,41.6638889,-83.5552778,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,19,1,38.6272222,-90.1977778,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,41,3,35.0844444,-106.6505556,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
